ligID,exactmw,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi,maxring,newmw,newsmiles,aa,dipep,linear_peptide,macrocycle,target_id,target_comment,ligand,SMILES,Type,Action,assay_summary
241,394.22564282,394.51500000000016,5,0,7,0,4,29,59,5,1,0.4166666666666667,3,2,1,1,1,0,1,1,0,0,0,0,172.81822831479218,49.85,3.6799000000000026,114.78600000000004,17.342422222593598,10.33281196606567,5.802387194205399,5.802387194205399,4.152443139835822,17.342422222593598,10.33281196606567,5.802387194205399,5.802387194205399,4.152443139835822,-2.6599999999999993,21.058590519695063,9.700163335606906,4.674864697513129,7.043854057196732,6,394.51500000000016,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,10040 carfentanil,CCC(=O)N(C1(CCN(CC1)CCc1ccccc1)C(=O)OC)c1ccccc1,Agonist,Agonist,pKi = 10.62
242,378.210741704,378.491,3,1,2,1,2,28,55,4,0,0.4166666666666667,5,3,2,1,2,1,0,1,1,0,0,0,165.05599541785458,28.26,5.106100000000005,109.86570000000006,16.59486919960934,10.216299932283167,7.106249475338609,7.106249475338609,5.493357465477067,16.59486919960934,10.216299932283167,7.106249475338609,7.106249475338609,5.493357465477067,-2.17,17.896633259495168,6.429489459628556,2.547133931099911,4.1095076751700725,6,378.491,CN(C)C1(c2ccccc2)CCC2(CC1)OCCc1c2[nH]c2ccc(F)cc12,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,8866 cebranopadol,Fc1ccc2c(c1)c1CCOC3(c1[nH]2)CCC(CC3)(N(C)C)c1ccccc1,Agonist,Agonist,pKi = 8.62
243,378.210741704,378.491,3,1,2,1,2,28,55,4,0,0.4166666666666667,5,3,2,1,2,1,0,1,1,0,0,0,165.05599541785458,28.26,5.106100000000005,109.86570000000006,16.59486919960934,10.216299932283167,7.106249475338609,7.106249475338609,5.493357465477067,16.59486919960934,10.216299932283167,7.106249475338609,7.106249475338609,5.493357465477067,-2.17,17.896633259495168,6.429489459628556,2.547133931099911,4.1095076751700725,6,378.491,CN(C)C1(c2ccccc2)CCC2(CC1)OCCc1c2[nH]c2ccc(F)cc12,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,8866 cebranopadol,Fc1ccc2c(c1)c1CCOC3(c1[nH]2)CCC(CC3)(N(C)C)c1ccccc1,Agonist,Agonist,pKi = 9.15
244,295.19361442,295.4260000000001,2,1,8,1,2,22,47,2,0,0.4,3,2,1,1,0,0,0,0,0,0,0,0,132.95627050960402,23.47,3.889400000000003,91.12080000000005,13.11767735120201,8.336192555947507,4.400123836230692,4.400123836230692,2.8910299250601597,13.11767735120201,8.336192555947507,4.400123836230692,4.400123836230692,2.8910299250601597,-1.7999999999999994,15.109422936449963,7.45896040532933,4.884859921614166,5.12275397410705,6,295.4260000000001,Oc1cccc(CCN(CCc2ccccc2)CC2CC2)c1,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,9190 compound 3 [PMID: 23134120],Oc1cccc(c1)CCN(CC1CC1)CCc1ccccc1,Agonist,Agonist,pKi = 6.08
245,569.2638192200001,569.6620000000003,10,6,11,4,6,42,77,10,2,0.25,4,4,0,0,1,1,0,0,0,0,2,0,243.8778177440755,164.63,4.159040000000003,159.05529999999976,24.04910154857281,13.462348035320108,7.395576260502665,7.395576260502665,5.061839938971326,24.04910154857281,13.462348035320108,7.395576260502665,7.395576260502665,5.061839938971326,-4.959999999999999,30.00906090912085,12.69463679027034,6.499041903653558,9.070336396628312,6,569.6620000000003,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,TRUE,FALSE,TRUE,FALSE,MOR,gtp 319 &mu; receptor,7691 eluxadoline,COc1ccc(cc1C(=O)O)CN([C@H](c1ncc([nH]1)c1ccccc1)C)C(=O)[C@H](Cc1c(C)cc(cc1C)C(=O)N)N,Agonist,Agonist,pKi = 8.77
246,569.2638192200001,569.6620000000003,10,6,11,4,6,42,77,10,2,0.25,4,4,0,0,1,1,0,0,0,0,2,0,243.8778177440755,164.63,4.159040000000003,159.05529999999976,24.04910154857281,13.462348035320108,7.395576260502665,7.395576260502665,5.061839938971326,24.04910154857281,13.462348035320108,7.395576260502665,7.395576260502665,5.061839938971326,-4.959999999999999,30.00906090912085,12.69463679027034,6.499041903653558,9.070336396628312,6,569.6620000000003,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,TRUE,FALSE,TRUE,FALSE,MOR,gtp 319 &mu; receptor,7691 eluxadoline,COc1ccc(cc1C(=O)O)CN([C@H](c1ncc([nH]1)c1ccccc1)C)C(=O)[C@H](Cc1c(C)cc(cc1C)C(=O)N)N,Agonist,Agonist,pKi = 9.05
247,309.209264484,309.45300000000015,2,1,8,1,2,23,50,2,0,0.42857142857142855,3,2,1,1,0,0,0,0,0,0,0,0,139.32121262400062,23.47,4.279500000000004,95.73780000000004,13.824784132388558,8.836192555947507,4.927945282563605,4.927945282563605,3.2659780746891465,13.824784132388558,8.836192555947507,4.927945282563605,4.927945282563605,3.2659780746891465,-1.7999999999999994,16.071730083234243,8.164694530941626,5.105955251671193,5.705250726667505,6,309.45300000000015,Oc1cccc(CCN(CCc2ccccc2)CC2CCC2)c1,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,9189 HS665,Oc1cccc(c1)CCN(CC1CCC1)CCc1ccccc1,Agonist,Agonist,pKi = 6.27
248,299.152143532,299.37000000000006,4,0,1,0,4,22,43,4,0,0.6111111111111112,5,1,4,2,2,0,1,2,1,2,4,0,129.93583010740025,38.77,1.9333,81.55800000000004,13.094243718772416,8.26516233016741,6.590480812934821,6.590480812934821,5.670768818835974,13.094243718772416,8.26516233016741,6.590480812934821,6.590480812934821,5.670768818835974,-1.55,12.941207380363917,4.046460401447863,1.2723226615167464,2.3802765096167007,6,299.37000000000006,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,7081 hydrocodone,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4CCC1=O)C,Agonist,Agonist,pKi = 8.7
249,285.136493468,285.34299999999996,4,1,0,1,4,21,40,4,0,0.5882352941176471,5,1,4,2,2,0,1,2,1,2,4,0,123.25157651569276,49.77,1.6303,76.67080000000004,12.133209023808512,7.876396692221595,6.385909370548719,6.385909370548719,5.520443558618369,12.133209023808512,7.876396692221595,6.385909370548719,6.385909370548719,5.520443558618369,-1.55,12.04000459172308,3.609883762957393,1.2019387356524531,2.0696674800758856,6,285.34299999999996,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,7082 hydromorphone,O=C1CC[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O,Agonist,Agonist,pKi = 9.55
250,390.1265687479999,391.3420000000002,3,0,6,0,2,26,50,5,1,0.380952380952381,3,2,1,1,1,0,1,1,0,0,1,0,165.05486709581507,23.550000000000004,4.831400000000004,107.79300000000002,16.509255429345064,9.768467825787994,5.753459327700937,5.753459327700937,3.779863638516002,14.997397537308157,9.012538879769536,5.014430048962922,5.014430048962922,3.459175254471343,-1.5499999999999998,19.218221954609938,8.895707049324383,4.7873976439126285,6.575372019888624,6,391.3420000000002,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CCCC1)c1ccccc1,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,11691 ICI-199441,Clc1cc(ccc1Cl)CC(=O)N([C@H](CN1CCCC1)c1ccccc1)C,Agonist,Agonist,pKi = 7.28
251,257.177964356,257.377,2,1,0,1,2,19,42,2,0,0.6470588235294118,4,1,3,2,1,0,1,1,0,2,3,0,114.98234033967138,23.47,3.080400000000002,76.48180000000005,11.73092600525388,7.732446141362216,6.097938762852655,6.097938762852655,5.184725920382588,11.73092600525388,7.732446141362216,6.097938762852655,6.097938762852655,5.184725920382588,-1.02,11.777526538052946,3.9864831544266135,1.52534755078502,2.47110058656634,6,257.377,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,7595 levorphanol,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C,Agonist,Agonist,pIC50 = 9.89
252,476.223055976,477.0480000000002,4,1,7,1,3,34,67,5,1,0.3448275862068966,4,3,1,1,1,0,1,1,0,0,0,0,207.3328130559866,43.78,5.088000000000005,137.99779999999987,20.709326951765473,12.264789521167822,7.424248280738161,7.424248280738161,5.283451082436261,19.953398005747015,11.886825048158594,7.172271965398676,7.172271965398676,5.157462924766519,-2.659999999999999,24.46411803035797,10.306456463154245,4.90108378232474,7.415834334980914,6,477.0480000000002,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,7215 loperamide,Clc1ccc(cc1)C1(O)CCN(CC1)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1,Agonist,Agonist,pKi = 9.28
253,309.209264484,309.45300000000003,2,0,7,0,2,23,50,2,0,0.380952380952381,2,2,0,0,0,0,0,0,0,0,1,1,139.69433212537763,20.31,4.292000000000004,96.72800000000008,14.620528409422803,8.327929553051508,4.8134421176679085,4.8134421176679085,3.210988689997321,14.620528409422803,8.327929553051508,4.8134421176679085,4.8134421176679085,3.210988689997321,-1.9299999999999993,17.424270887888333,7.560773919248965,3.532758370521064,5.727868386568484,6,309.45300000000003,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,5458 methadone,CCC(=O)C(c1ccccc1)(c1ccccc1)CC(N(C)C)C,Agonist,Agonist,pIC50 = 8.39
254,348.256549024,348.53400000000016,2,0,5,0,2,26,58,2,0,0.5,4,2,2,2,1,0,1,1,0,0,1,1,158.37580773166857,6.48,4.9207000000000045,109.34800000000006,15.893698233140908,10.46964944518727,6.336941675593273,6.336941675593273,4.830709494386798,15.893698233140908,10.46964944518727,6.336941675593273,6.336941675593273,4.830709494386798,-1.6399999999999997,17.757866010054375,8.834229711199942,4.362161210277755,6.033733365904998,6,348.53400000000016,c1ccc(CC(c2ccccc2)N2CCN(C3CCCCC3)CC2)cc1,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,10724 MT-45,C1CCC(CC1)N1CCN(CC1)C(c1ccccc1)Cc1ccccc1,Agonist,Agonist,pEC50 = 4.64
255,595.335646768,595.7300000000002,11,1,20,1,11,42,91,11,0,0.8064516129032258,5,1,4,2,2,0,1,2,1,2,5,0,249.10760585325664,106.54000000000002,1.593700000000004,153.72179999999975,25.47622843129412,15.35402201408778,9.359456561868647,9.359456561868647,7.410738400794922,25.47622843129412,15.35402201408778,9.359456561868647,9.359456561868647,7.410738400794922,-1.5399999999999998,31.87139872299756,14.96138094143941,6.313018293123724,11.353336605506476,6,595.7300000000002,COCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,10652 oxycodegol,COCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1OC)O,Agonist,Agonist,pKi = 6.63
256,247.157228912,247.3379999999999,3,0,3,0,3,18,39,3,0,0.5333333333333333,2,1,1,1,1,0,1,1,0,0,0,0,108.74495199529125,29.54,2.2131,71.48400000000005,11.185995428308557,6.6014897174883655,3.8331455992257246,3.8331455992257246,2.6373244298857106,11.185995428308557,6.6014897174883655,3.8331455992257246,3.8331455992257246,2.6373244298857106,-1.35,13.090417626335174,5.527843562409225,2.410642396490399,4.020098933610286,6,247.3379999999999,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,7221 pethidine,CCOC(=O)C1(CCN(CC1)C)c1ccccc1,Agonist,Agonist,pIC50 = 6.5
257,397.240564612,397.5620000000001,2,1,4,1,2,30,61,2,0,0.35714285714285715,5,3,2,2,2,0,2,2,0,2,2,2,179.73741779093197,23.47,5.9074400000000065,122.42280000000004,17.960458622780124,11.231037820125303,7.398387514306099,7.398387514306099,5.940568228886001,17.960458622780124,11.231037820125303,7.398387514306099,7.398387514306099,5.940568228886001,-2.419999999999999,19.537993631582353,7.682581594839676,3.286013442205212,5.003407675802979,6,397.5620000000001,Cc1ccccc1C(c1ccccc1C)N1C2CCC1CC(O)(c1ccccc1)C2,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,8868 SCH221510,Cc1ccccc1C(c1ccccc1C)N1C2CCC1CC(C2)(O)c1ccccc1,Agonist,Agonist,pKi = 7.19
258,386.23581358,386.53900000000016,3,0,2,0,2,29,59,3,1,0.5,6,2,4,1,2,0,1,2,0,0,2,2,173.25555175344712,23.550000000000004,4.995100000000005,116.32300000000004,17.147245985225517,11.55081015059457,7.95117796670476,7.95117796670476,6.638911531709925,17.147245985225517,11.55081015059457,7.95117796670476,7.95117796670476,6.638911531709925,-2.129999999999999,17.705018990409446,6.982663994195339,2.853684635824129,4.263041331754371,6,386.53900000000016,O=C1Cc2ccccc2N1C1CCN(C2CCC3CCCc4cccc2c43)CC1,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,8867 SR16835,O=C1Cc2c(N1C1CCN(CC1)C1CCC3c4c1cccc4CCC3)cccc2,Agonist,Agonist,pKi = 7.1
259,564.217970596,565.1130000000003,5,1,6,1,5,41,74,6,0,0.34285714285714286,8,4,4,1,3,1,1,2,1,2,4,0,245.2627385855727,54.82000000000001,6.683600000000007,159.72579999999962,23.9020322926055,15.027425592570058,10.394832815161312,10.394832815161312,8.456253247064502,23.146103346587047,14.649461119560833,10.142856499821823,10.142856499821823,8.330265089394757,-3.3799999999999986,25.33940070250079,9.31645614066326,3.5867834631457605,5.757888177452204,6,565.1130000000003,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2ncc(-c4ccc(Cl)cc4)cc2C[C@@]3(OCCCc2ccccc2)[C@H]1C5,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,11694 SRI22141,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@]2(Cc1c4ncc(c1)c1ccc(Cl)cc1)OCCCc1ccccc1)c35,Agonist,Agonist,pKi = 7.71
260,564.217970596,565.1130000000003,5,1,6,1,5,41,74,6,0,0.34285714285714286,8,4,4,1,3,1,1,2,1,2,4,0,245.2627385855727,54.82000000000001,6.683600000000007,159.72579999999962,23.9020322926055,15.027425592570058,10.394832815161312,10.394832815161312,8.456253247064502,23.146103346587047,14.649461119560833,10.142856499821823,10.142856499821823,8.330265089394757,-3.3799999999999986,25.33940070250079,9.31645614066326,3.5867834631457605,5.757888177452204,6,565.1130000000003,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2ncc(-c4ccc(Cl)cc4)cc2C[C@@]3(OCCCc2ccccc2)[C@H]1C5,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,11694 SRI22141,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@]2(Cc1c4ncc(c1)c1ccc(Cl)cc1)OCCCc1ccccc1)c35,Agonist,Agonist,pEC50 = 9.7
262,221.177964356,221.34399999999997,2,1,5,1,2,16,39,2,0,0.5714285714285714,1,1,0,0,0,0,0,0,0,0,2,0,98.9050074570692,23.47,3.0835000000000017,68.85680000000005,10.772742368510768,5.978591059044699,3.0782078385350298,3.0782078385350298,2.425244201144075,10.772742368510768,5.978591059044699,3.0782078385350298,3.0782078385350298,2.425244201144075,-1.02,13.046755674232308,5.900184448712978,3.527672664995709,4.811141558453954,6,221.34399999999997,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,7477 tapentadol,CC[C@@H](c1cccc(c1)O)[C@H](CN(C)C)C,Agonist,Agonist,pKi = 6.8
263,263.18852904,263.3809999999999,3,1,4,1,3,19,44,3,0,0.625,2,1,1,1,0,0,0,0,0,0,2,2,115.74260576184008,32.7,2.6346000000000007,77.40280000000006,12.224960733344648,7.07672650162426,4.191040321472327,4.191040321472327,3.1836203586669862,12.224960733344648,7.07672650162426,4.191040321472327,4.191040321472327,3.1836203586669862,-1.06,14.35123583728531,5.9305484375353075,3.097196784151031,4.479510487974374,6,263.3809999999999,COc1cccc(C2(O)CCCCC2CN(C)C)c1,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,8286 tramadol,COc1cccc(c1)C1(O)CCCCC1CN(C)C,Agonist,Agonist,pKi = 5.8
264,328.110918684,329.2710000000001,3,0,3,0,2,21,43,5,1,0.5625,2,1,1,1,0,0,0,0,0,0,2,0,136.36271500414767,23.55,3.938200000000003,88.28650000000005,14.285640790213463,8.057526713977433,5.080616959491526,5.080616959491526,3.4273335770900593,12.773782898176554,7.301597767958978,4.34158768075351,4.34158768075351,3.129242395467449,-0.7700000000000001,16.597950418104297,6.9932060914836525,3.709481614242666,5.527280379525267,6,329.2710000000001,CN(C)[C@@H]1CCCC[C@H]1N(C)C(=O)c1ccc(Cl)c(Cl)c1,FALSE,FALSE,FALSE,FALSE,MOR,gtp 319 &mu; receptor,9282 U-47700,CN([C@@H]1CCCC[C@H]1N(C(=O)c1ccc(c(c1)Cl)Cl)C)C,Agonist,Agonist,- = NA
